,val_loss,val_dense_3_loss,val_dense_4_loss,val_dense_5_loss,val_dense_3_accuracy,val_dense_4_accuracy,val_dense_5_accuracy,loss,dense_3_loss,dense_4_loss,dense_5_loss,dense_3_accuracy,dense_4_accuracy,dense_5_accuracy,lr
0,1.5775712728500366,1.1778770685195923,0.2747534215450287,0.25634339451789856,0.6682692170143127,0.9139623641967773,0.9168669581413269,4.745296407224068,3.190276861190796,0.8610045313835144,0.6917034983634949,0.2856675982475281,0.7337617874145508,0.7958005666732788,0.0010000000474974513
1,1.526413917541504,0.7479819059371948,0.31417006254196167,0.18636518716812134,0.7842444777488708,0.9085636734962463,0.9388238787651062,1.8976263648479599,1.1665533781051636,0.42113766074180603,0.31063029170036316,0.6798725724220276,0.8736121654510498,0.9072742462158203,0.0010000000474974513
2,0.9796628355979919,0.6008290648460388,0.1666446328163147,0.12502421438694,0.8328121900558472,0.9504740834236145,0.9602582454681396,1.407698055249098,0.8327357769012451,0.3316127359867096,0.24334965646266937,0.771445631980896,0.9039427638053894,0.928431510925293,0.0010000000474974513
3,0.895991861820221,0.4407457709312439,0.1700044423341751,0.11176961660385132,0.8760843276977539,0.9510288238525391,0.9650494456291199,1.1883144806309751,0.6908016204833984,0.2880706191062927,0.21000632643699646,0.8105373978614807,0.9183157682418823,0.9382659196853638,0.0010000000474974513
4,0.8638221025466919,0.4171004593372345,0.26440149545669556,0.12547442317008972,0.8794129490852356,0.9125478863716125,0.9598547220230103,1.0711175149722112,0.6156491637229919,0.2658742666244507,0.19227644801139832,0.8302326798439026,0.9250304698944092,0.9433906078338623,0.0010000000474974513
5,0.6933783888816833,0.3963346779346466,0.12002500146627426,0.11479444056749344,0.8865745663642883,0.9628807902336121,0.9658059477806091,0.9755449995268085,0.5545120239257812,0.24478620290756226,0.1764758825302124,0.848243772983551,0.930925190448761,0.9480664730072021,0.0010000000474974513
6,0.4439019560813904,0.35583746433258057,0.11490324139595032,0.09277086704969406,0.8994855880737305,0.9682267308235168,0.9716562628746033,0.9059523288549809,0.5130555033683777,0.22768887877464294,0.16491129994392395,0.8588310480117798,0.935573399066925,0.9514681696891785,0.0010000000474974513
7,0.5221325159072876,0.34747588634490967,0.10275672376155853,0.07786042243242264,0.9017550945281982,0.9732196927070618,0.9759935736656189,0.8588932078670597,0.48355114459991455,0.22044891119003296,0.15543724596500397,0.866814374923706,0.9387368559837341,0.9536952972412109,0.0010000000474974513
8,0.43423694372177124,0.31498146057128906,0.11228659003973007,0.0772455558180809,0.9122957587242126,0.9688319563865662,0.9771535396575928,0.8244440266617117,0.46476659178733826,0.20996390283107758,0.15192322432994843,0.872310221195221,0.9415844678878784,0.9560166001319885,0.0010000000474974513
9,0.5368146896362305,0.3199527859687805,0.11053329706192017,0.09299366921186447,0.9107322692871094,0.9696388840675354,0.9725640416145325,0.781806035292776,0.4388132393360138,0.20236533880233765,0.14186246693134308,0.8800166249275208,0.9437174797058105,0.9587756395339966,0.0010000000474974513
